filename,path,acad_hits,prac_hits,stream_score,top_acad_terms,top_prac_terms
Dalton - Principles of Public Finance (Book 1923).pdf,Textbooks/Practitioner/Corporate Finance/Dalton - Principles of Public Finance (Book 1923).pdf,3,5,-0.25,"proposition(1), regression(1), this course(1)","practical(3), in practice(2)"
Damodaran - Applied Corporate Finance (Book 2014).pdf,Textbooks/Practitioner/Corporate Finance/Damodaran - Applied Corporate Finance (Book 2014).pdf,9,6,0.2,"optimal(3), MBA students(2), Journal of Finance(1), Review of Financial Studies(1), textbook(1)","case study(3), how to(2), in practice(1)"
"Damodaran - Equity Risk Premiums (ERP)- Determinants, Estimation and Implications (Book 2012).pdf","Textbooks/Practitioner/Corporate Finance/Damodaran - Equity Risk Premiums (ERP)- Determinants, Estimation and Implications (Book 2012).pdf",3,12,-0.6,"proposition(1), Review of Financial Studies(1), forthcoming(1)","how to(5), in practice(2), retirement(2), practical(1), your investment(1)"
Damodaran - Narrative and Numbers the Value of Stories in Business (Book 2017).pdf,Textbooks/Practitioner/Corporate Finance/Damodaran - Narrative and Numbers the Value of Stories in Business (Book 2017).pdf,3,3,0.0,"university press(2), MBA students(1)","real-world(2), CEO(1)"
"Damodaran - Return on Capital (ROC), Return on Invested Capital (ROIC) (Book 2007).pdf","Textbooks/Practitioner/Corporate Finance/Damodaran - Return on Capital (ROC), Return on Invested Capital (ROIC) (Book 2007).pdf",1,3,-0.5,this course(1),"in practice(2), practical(1)"
Damodaran - Strategic Risk Taking a Framework for Risk Management (Book 2009).pdf,Textbooks/Practitioner/Corporate Finance/Damodaran - Strategic Risk Taking a Framework for Risk Management (Book 2009).pdf,0,6,-1.0,,"how to(5), trader(1)"
Damodaran - The Dark Side of Valuation (Book 2001).pdf,Textbooks/Practitioner/Corporate Finance/Damodaran - The Dark Side of Valuation (Book 2001).pdf,0,0,0.0,,
Damodaran - The Dark Side of Valuation (Book 2010).pdf,Textbooks/Practitioner/Corporate Finance/Damodaran - The Dark Side of Valuation (Book 2010).pdf,2,0,1.0,MBA students(2),
Damodaran - The Little Book of Valuation (Book 2013).pdf,Textbooks/Practitioner/Corporate Finance/Damodaran - The Little Book of Valuation (Book 2013).pdf,0,2,-1.0,,"how to(1), Main Street(1)"
Damodaran - Valuation Approaches and Metrics (Foundations and Trends in Finance) (Book 2007).pdf,Textbooks/Practitioner/Corporate Finance/Damodaran - Valuation Approaches and Metrics (Foundations and Trends in Finance) (Book 2007).pdf,0,1,-1.0,,client(1)
Damodaran - Valuing Financial Service Firms (Book 2009).pdf,Textbooks/Practitioner/Corporate Finance/Damodaran - Valuing Financial Service Firms (Book 2009).pdf,0,2,-1.0,,"practical(1), client(1)"
Daniels - Elements of Public Finance (Book 1899).pdf,Textbooks/Practitioner/Corporate Finance/Daniels - Elements of Public Finance (Book 1899).pdf,0,0,0.0,,
Davies - Managerial Economics an Analysis of Business Issues (Book 2001).pdf,Textbooks/Practitioner/Corporate Finance/Davies - Managerial Economics an Analysis of Business Issues (Book 2001).pdf,22,2,0.8333,"further reading(19), equilibrium(2), empirical evidence(1)","in practice(1), practical(1)"
Davies - Strategic Corporate Finance (Book 2008).pdf,Textbooks/Practitioner/Corporate Finance/Davies - Strategic Corporate Finance (Book 2008).pdf,20,18,0.0526,"learning objectives(18), optimal(1), exercises(1)","case study(12), financial planning(4), practical(1), compliance(1)"
Davis - Managed by the Markets How Finance Reshaped America (Book 2009).pdf,Textbooks/Practitioner/Corporate Finance/Davis - Managed by the Markets How Finance Reshaped America (Book 2009).pdf,8,5,0.2308,"university press(7), social welfare(1)","retirement(3), Wall Street(2)"
de Matos - Theoretical Foundations of Corporate Finance (Book 2001).pdf,Textbooks/Practitioner/Corporate Finance/de Matos - Theoretical Foundations of Corporate Finance (Book 2001).pdf,34,2,0.8889,"empirical evidence(12), equilibrium(6), optimal(3), the model(3), proposition(1)",practical(2)
Dean - Capital Budgeting (Book 1951).pdf,Textbooks/Practitioner/Corporate Finance/Dean - Capital Budgeting (Book 1951).pdf,4,3,0.1429,"university press(3), this course(1)","client(2), practical(1)"
Dean - Managerial Economics (Book 1951).pdf,Textbooks/Practitioner/Corporate Finance/Dean - Managerial Economics (Book 1951).pdf,2,3,-0.2,"this course(1), university press(1)","practical(2), client(1)"
"Dean, Schwindt - Financial Theory Financial Institutions Mone (Book 1985).pdf","Textbooks/Practitioner/Corporate Finance/Dean, Schwindt - Financial Theory Financial Institutions Mone (Book 1985).pdf",18,0,1.0,"working paper(10), lemma(2), equilibrium(2), optimal(1), this course(1)",
"DeAngelo, DeAngelo, Skinner - Corporate Payout Policy (Book 2009).pdf","Textbooks/Practitioner/Corporate Finance/DeAngelo, DeAngelo, Skinner - Corporate Payout Policy (Book 2009).pdf",12,7,0.2632,"optimal(8), theorem(2), et al.(1), empirical evidence(1)","real-world(2), bottom line(2), bottom-line(2), how to(1)"
Desai - How Finance Works (Book 2019).pdf,Textbooks/Practitioner/Corporate Finance/Desai - How Finance Works (Book 2019).pdf,0,15,-1.0,,"CEO(6), how to(4), guide(3), practical(2)"
Devine - Economics (Book 1898).pdf,Textbooks/Practitioner/Corporate Finance/Devine - Economics (Book 1898).pdf,0,0,0.0,,
Dewing - A Study of Corporation Securities (Book 1934).pdf,Textbooks/Practitioner/Corporate Finance/Dewing - A Study of Corporation Securities (Book 1934).pdf,1,0,1.0,social welfare(1),
Dewing - Corporate Promotions and Reorganization (Book 1920).pdf,Textbooks/Practitioner/Corporate Finance/Dewing - Corporate Promotions and Reorganization (Book 1920).pdf,3,1,0.5,university press(3),practical(1)
Dewing - Corporation Finance Textbook (Book 1922).pdf,Textbooks/Practitioner/Corporate Finance/Dewing - Corporation Finance Textbook (Book 1922).pdf,5,1,0.6667,"textbook(3), classroom(1), semester(1)",practical(1)
Dewing - Problems to Accompany Financial Policy (Book 1922).pdf,Textbooks/Practitioner/Corporate Finance/Dewing - Problems to Accompany Financial Policy (Book 1922).pdf,0,0,0.0,,
Dewing - Problems to Accompany the Financial Policy of Corporations (Book 1921).pdf,Textbooks/Practitioner/Corporate Finance/Dewing - Problems to Accompany the Financial Policy of Corporations (Book 1921).pdf,0,0,0.0,,
Dewing - The Financial Policy of Corporations (Book 1931).pdf,Textbooks/Practitioner/Corporate Finance/Dewing - The Financial Policy of Corporations (Book 1931).pdf,0,0,0.0,,
Dewing - The Financial Policy of Corporations (Book 1953).pdf,Textbooks/Practitioner/Corporate Finance/Dewing - The Financial Policy of Corporations (Book 1953).pdf,3,3,0.0,"undergraduate(2), textbook(1)",practical(3)
Dewing - The Theory of Railroad Reorganization (Book 1919).pdf,Textbooks/Practitioner/Corporate Finance/Dewing - The Theory of Railroad Reorganization (Book 1919).pdf,0,1,-1.0,,guide(1)
"Dobbins, Witt - Practical Financial Management (Book 1988).pdf","Textbooks/Practitioner/Corporate Finance/Dobbins, Witt - Practical Financial Management (Book 1988).pdf",27,22,0.102,"further reading(12), study questions(12), proof(2), MBA students(1)","practical(19), in practice(1), real-world(1), financial planning(1)"
Dobrovolsky - The Economics of Corporation Finance (Book 1971).pdf,Textbooks/Practitioner/Corporate Finance/Dobrovolsky - The Economics of Corporation Finance (Book 1971).pdf,2,0,1.0,optimal(2),
Donaldson - Corporate Debt Capacity (Book 1965).pdf,Textbooks/Practitioner/Corporate Finance/Donaldson - Corporate Debt Capacity (Book 1965).pdf,0,1,-1.0,,practical(1)
Donaldson - Corporate Finance (Book 1957).pdf,Textbooks/Practitioner/Corporate Finance/Donaldson - Corporate Finance (Book 1957).pdf,2,2,0.0,"this course(1), review questions(1)","practical(1), the reader will(1)"
Donaldson - Problems in Corporation Finance (Book 1940).pdf,Textbooks/Practitioner/Corporate Finance/Donaldson - Problems in Corporation Finance (Book 1940).pdf,0,2,-1.0,,practical(2)
Dougall - One Hundred Short Problems in Corporation Finance (Book 1937).pdf,Textbooks/Practitioner/Corporate Finance/Dougall - One Hundred Short Problems in Corporation Finance (Book 1937).pdf,1,2,-0.3333,instructor(1),financial planning(2)
Drucker - Drucker on Management (Book 1970).pdf,Textbooks/Practitioner/Corporate Finance/Drucker - Drucker on Management (Book 1970).pdf,0,0,0.0,,
Duesenberry - Business Cycles and Economic Growth (Book 1958).pdf,Textbooks/Practitioner/Corporate Finance/Duesenberry - Business Cycles and Economic Growth (Book 1958).pdf,5,4,0.1111,"textbook(2), classroom(2), semester(1)",handbook(4)
Duff and Phelps - Valuation Handbook (Book 2016).pdf,Textbooks/Practitioner/Corporate Finance/Duff and Phelps - Valuation Handbook (Book 2016).pdf,1,42,-0.9535,OLS(1),"handbook(24), guide(14), practical(1), case study(1), compliance(1)"
Dun and Bradstreet - Industry Norms and Key Business Ratios (Book 2006).pdf,Textbooks/Practitioner/Corporate Finance/Dun and Bradstreet - Industry Norms and Key Business Ratios (Book 2006).pdf,1,2,-0.3333,we derive(1),"guide(1), retirement(1)"
Dunn - Trusts for Business Purposes (Book 1922).pdf,Textbooks/Practitioner/Corporate Finance/Dunn - Trusts for Business Purposes (Book 1922).pdf,0,0,0.0,,
Edie - The Stabilization of Business (Book 1923).pdf,Textbooks/Practitioner/Corporate Finance/Edie - The Stabilization of Business (Book 1923).pdf,1,0,1.0,this course(1),
Edmond E. Lincoln - Applied business finance (Book 1923).pdf,Textbooks/Practitioner/Corporate Finance/Edmond E. Lincoln - Applied business finance (Book 1923).pdf,0,0,0.0,,
Edwards - The Evolution of Finance Capitalism (Book 1967).pdf,Textbooks/Practitioner/Corporate Finance/Edwards - The Evolution of Finance Capitalism (Book 1967).pdf,1,2,-0.3333,social welfare(1),practical(2)
"Edwards, Franks, Mayer, Schaefer - Recent Developments in Corporate Finance (Book 1986).pdf","Textbooks/Practitioner/Corporate Finance/Edwards, Franks, Mayer, Schaefer - Recent Developments in Corporate Finance (Book 1986).pdf",9,0,1.0,"equilibrium(4), university press(3), the model(2)",
Ehrhardt - Corporate Finance a Focused Approach (Book 2015).pdf,Textbooks/Practitioner/Corporate Finance/Ehrhardt - Corporate Finance a Focused Approach (Book 2015).pdf,8,10,-0.1111,"coefficient(4), proposition(1), optimal(1), end-of-chapter(1), MBA students(1)","financial planning(5), tip(2), how to(1), in practice(1), CFO(1)"
Ehrhardt - The Search for Value Measuring the Company Cost of Capital (Book 1994).pdf,Textbooks/Practitioner/Corporate Finance/Ehrhardt - The Search for Value Measuring the Company Cost of Capital (Book 1994).pdf,1,2,-0.3333,further reading(1),"how to(1), step by step(1)"
Eiteman - Corporation Finance (Book 1948).pdf,Textbooks/Practitioner/Corporate Finance/Eiteman - Corporation Finance (Book 1948).pdf,1,0,1.0,this course(1),
"Eiteman, Smith - Common Stock Values and Yields (Book 1953).pdf","Textbooks/Practitioner/Corporate Finance/Eiteman, Smith - Common Stock Values and Yields (Book 1953).pdf",0,2,-1.0,,"guide(1), personal finance(1)"
"Eiteman, Stonehill - Multinational Business Finance (Book 1973).pdf","Textbooks/Practitioner/Corporate Finance/Eiteman, Stonehill - Multinational Business Finance (Book 1973).pdf",1,0,1.0,this course(1),
"Eiteman, Stonehill, Moffett - Multinational Business Finance (Book 2004).pdf","Textbooks/Practitioner/Corporate Finance/Eiteman, Stonehill, Moffett - Multinational Business Finance (Book 2004).pdf",7,3,0.4,"instructor(4), end-of-chapter(3)","practical(1), personal finance(1), readers will(1)"
Elliott - Chile Today and Tomorrow (Book 1922).pdf,Textbooks/Practitioner/Corporate Finance/Elliott - Chile Today and Tomorrow (Book 1922).pdf,0,0,0.0,,
Ellioty - Risk Financing (Book 2000).pdf,Textbooks/Practitioner/Corporate Finance/Ellioty - Risk Financing (Book 2000).pdf,4,2,0.3333,"textbook(1), this course(1), curriculum(1), MBA students(1)","CEO(1), compliance(1)"
Ellis - Corporate Strategy and Financial Analysis Managerial a (Book 1993).pdf,Textbooks/Practitioner/Corporate Finance/Ellis - Corporate Strategy and Financial Analysis Managerial a (Book 1993).pdf,2,17,-0.7895,"the model(1), MBA students(1)","checklist(10), how to(3), in practice(1), practical(1), guide(1)"
Ellis - Origin Development and Economic Effects of Limited Liability in Corporation Finance in England and the United States (Book 1921).pdf,Textbooks/Practitioner/Corporate Finance/Ellis - Origin Development and Economic Effects of Limited Liability in Corporation Finance in England and the United States (Book 1921).pdf,0,0,0.0,,
Elton - Finance as a Dynamic Process (Book 1974).pdf,Textbooks/Practitioner/Corporate Finance/Elton - Finance as a Dynamic Process (Book 1974).pdf,5,1,0.6667,"optimal(1), maximize utility(1), textbook(1), curriculum(1), MBA students(1)",straightforward(1)
Emery - Corporate Financial Management (Book 2011).pdf,Textbooks/Practitioner/Corporate Finance/Emery - Corporate Financial Management (Book 2011).pdf,3,8,-0.4545,"Journal of Finance(1), textbook(1), curriculum(1)","in practice(1), practical(1), tip(1), guide(1), your investment(1)"
Engler - Business Financial Management (Book 1975).pdf,Textbooks/Practitioner/Corporate Finance/Engler - Business Financial Management (Book 1975).pdf,3,1,0.5,"regression(2), coefficient(1)",financial planning(1)
English - Applied Equity Analysis Stock Valuation Techniques for Wall Street Professionals (Book 2001).pdf,Textbooks/Practitioner/Corporate Finance/English - Applied Equity Analysis Stock Valuation Techniques for Wall Street Professionals (Book 2001).pdf,1,4,-0.6,equilibrium(1),"Wall Street(2), rule of thumb(1), in practice(1)"
"Evans - British corporation finance, 1775-1850 - A Study of Preference Shares (Book 1936).pdf","Textbooks/Practitioner/Corporate Finance/Evans - British corporation finance, 1775-1850 - A Study of Preference Shares (Book 1936).pdf",1,0,1.0,university press(1),
"Evans, Bishop - Valuation for M&A - Building Value in Private Companies (Book 2001).pdf","Textbooks/Practitioner/Corporate Finance/Evans, Bishop - Valuation for M&A - Building Value in Private Companies (Book 2001).pdf",0,5,-1.0,,"how to(1), case study(1), due diligence(1), written for managers(1), written for investors(1)"
"Evans, Bishop - Valuation for M&A - Building Value in Private Firms (Book 2010).pdf","Textbooks/Practitioner/Corporate Finance/Evans, Bishop - Valuation for M&A - Building Value in Private Firms (Book 2010).pdf",2,2,0.0,"this course(1), university press(1)","guide(1), the reader will(1)"
Fairchild - Essentials of Economics (Book 1923).pdf,Textbooks/Practitioner/Corporate Finance/Fairchild - Essentials of Economics (Book 1923).pdf,1,2,-0.3333,classroom(1),"practical(1), guide(1)"
"Fama, Miller - The Theory of Finance (Book 1971).pdf","Textbooks/Practitioner/Corporate Finance/Fama, Miller - The Theory of Finance (Book 1971).pdf",20,5,0.6,"optimal(6), equilibrium(2), instructor(2), theorem(1), proposition(1)","real-world(2), how to(1), practical(1), readers will(1)"
Fay - Big Business and Government (Book 1912).pdf,Textbooks/Practitioner/Corporate Finance/Fay - Big Business and Government (Book 1912).pdf,1,0,1.0,proof(1),
Field - Corporation Finance (Book 1938).pdf,Textbooks/Practitioner/Corporate Finance/Field - Corporation Finance (Book 1938).pdf,1,3,-0.5,instructor(1),"in practice(1), investment banker(1), board of directors(1)"
Finnerty - Project Financing Asset Based Financial Engineering (Book 1996).pdf,Textbooks/Practitioner/Corporate Finance/Finnerty - Project Financing Asset Based Financial Engineering (Book 1996).pdf,2,12,-0.7143,MBA students(2),"how to(4), practical(2), guide(2), investment banker(2), case study(1)"
Fisher - Cash Management (Book 1973).pdf,Textbooks/Practitioner/Corporate Finance/Fisher - Cash Management (Book 1973).pdf,1,5,-0.6667,classroom(1),"how to(3), best practice(1), board of directors(1)"
Fisher - Elementary Principles of Economics (Book 1912).pdf,Textbooks/Practitioner/Corporate Finance/Fisher - Elementary Principles of Economics (Book 1912).pdf,1,0,1.0,MBA students(1),
Fisher - The Nature of Capital and Income (Book 1912).pdf,Textbooks/Practitioner/Corporate Finance/Fisher - The Nature of Capital and Income (Book 1912).pdf,1,5,-0.6667,Quarterly Journal(1),"guide(3), practical(1), a guide for(1)"
