filename,path,author,title,year,npv_hits,eps_hits,score,top_npv_terms,top_eps_terms
Nolop - The essential CFO - A Corporate Finance Playbook (Book 2012).pdf,Textbooks/Practitioner/Corporate Finance/Nolop - The essential CFO - A Corporate Finance Playbook (Book 2012).pdf,Nolop,The essential CFO - A Corporate Finance Playbook,2012,159,186,-0.0783,"free cash flow(32), discounted cash flow(15), risk premium(15), present value(13), levered beta(12)","per share(26), dilutive/dilution(25), ebitda(23), earnings per share(16), dividend yield(16)"
Noyes - Forty Years of American Finance (Book 1909).pdf,Textbooks/Practitioner/Corporate Finance/Noyes - Forty Years of American Finance (Book 1909).pdf,Noyes,Forty Years of American Finance,1909,0,14,-1.0,,"per share(10), earning power(1), margin of safety(1), intrinsic value(1), par value(1)"
Nunnally - Financial Management (Book 1976).pdf,Textbooks/Practitioner/Corporate Finance/Nunnally - Financial Management (Book 1976).pdf,Nunnally,Financial Management,1976,343,431,-0.1137,"present value(119), npv(66), expected return(27), net present value(23), wacc(17)","per share(173), earnings per share(62), rate of return(56), par value(46), book value(26)"
"Nunnally, Kester - Financial Management a Practical Approach (Book 1997).pdf","Textbooks/Practitioner/Corporate Finance/Nunnally, Kester - Financial Management a Practical Approach (Book 1997).pdf","Nunnally, Kester",Financial Management a Practical Approach,1997,309,345,-0.055,"present value(106), npv(62), net present value(22), expected return(19), capm(18)","per share(129), rate of return(56), earnings per share(43), par value(30), roe(15)"
Ogden - Advanced Corporate Finance Policies and Strategies (Book 2003).pdf,Textbooks/Practitioner/Corporate Finance/Ogden - Advanced Corporate Finance Policies and Strategies (Book 2003).pdf,Ogden,Advanced Corporate Finance Policies and Strategies,2003,874,373,0.4018,"expected return(148), information asymmetry(139), agency cost(50), present value(44), event study(42)","roe(130), dividend yield(40), per share(37), eps(35), earnings yield(29)"
Olson - Saving Capitalism (Book 1988).pdf,Textbooks/Practitioner/Corporate Finance/Olson - Saving Capitalism (Book 1988).pdf,Olson,Saving Capitalism,1988,0,2,-1.0,,earning power(2)
Osborn - Corporation Finance (Book 1959).pdf,Textbooks/Practitioner/Corporate Finance/Osborn - Corporation Finance (Book 1959).pdf,Osborn,Corporation Finance,1959,1,287,-0.9931,sunk cost(1),"par value(87), rate of return(42), book value(36), per share(34), dilutive/dilution(21)"
Osborn - Instructor's Manual to Accompany Corporation Finance (Book 1959).pdf,Textbooks/Practitioner/Corporate Finance/Osborn - Instructor's Manual to Accompany Corporation Finance (Book 1959).pdf,Osborn,Instructor's Manual to Accompany Corporation Finance,1959,2,59,-0.9344,expected return(2),"par value(24), price-earnings(9), per share(8), rate of return(8), book value(6)"
"Pace - Theory and Practice of Accounts, Applied Economics and Organization (Book 1912).pdf","Textbooks/Practitioner/Corporate Finance/Pace - Theory and Practice of Accounts, Applied Economics and Organization (Book 1912).pdf",Pace,"Theory and Practice of Accounts, Applied Economics and Organization",1912,2,102,-0.9615,present worth(2),"par value(45), roe(25), book value(18), earning capacity(6), accretive/accretion(5)"
Paish - Business Finance (Book 1965).pdf,Textbooks/Practitioner/Corporate Finance/Paish - Business Finance (Book 1965).pdf,Paish,Business Finance,1965,5,41,-0.7826,present value(5),"earning power(15), book value(14), par value(6), per share(5), earning capacity(1)"
Pandey - Financial Management (Book 1992).pdf,Textbooks/Practitioner/Corporate Finance/Pandey - Financial Management (Book 1992).pdf,Pandey,Financial Management,1992,1798,1703,0.0271,"present value(494), npv(469), net present value(155), opportunity cost(137), tax shield(66)","rate of return(385), eps(358), per share(335), book value(96), roe(94)"
Parsons - Laws of Business for Business Men (Book 1857).pdf,Textbooks/Practitioner/Corporate Finance/Parsons - Laws of Business for Business Men (Book 1857).pdf,Parsons,Laws of Business for Business Men,1857,0,0,0.0,,
Patterson - The cost of capital - Theory and Estimation (Book 1995).pdf,Textbooks/Practitioner/Corporate Finance/Patterson - The cost of capital - Theory and Estimation (Book 1995).pdf,Patterson,The cost of capital - Theory and Estimation,1995,1585,364,0.6265,"capm(353), wacc(173), dcf(145), risk premium(118), npv(100)","rate of return(59), book value(57), roe(52), dividend yield(47), per share(46)"
Peris - The Dividend Imperative (Book 2013).pdf,Textbooks/Practitioner/Corporate Finance/Peris - The Dividend Imperative (Book 2013).pdf,Peris,The Dividend Imperative,2013,89,172,-0.318,"free cash flow(24), dcf(19), present value(17), npv(7), net present value(5)","eps(60), dilutive/dilution(36), per share(35), dividend yield(10), relative valuation(9)"
Peris - The Strategic Dividend Investor (Book 2011).pdf,Textbooks/Practitioner/Corporate Finance/Peris - The Strategic Dividend Investor (Book 2011).pdf,Peris,The Strategic Dividend Investor,2011,86,120,-0.165,"fcf(29), present value(24), emh(9), free cash flow(5), risk premium(4)","dividend yield(61), per share(23), eps(8), earnings per share(4), price-to-earnings(3)"
Persons - Forecasting Business Cycles (Book 1931).pdf,Textbooks/Practitioner/Corporate Finance/Persons - Forecasting Business Cycles (Book 1931).pdf,Persons,Forecasting Business Cycles,1931,4,0,1.0,discounted value(4),
Peterson - Financial Management and Analysis (Book 1994).pdf,Textbooks/Practitioner/Corporate Finance/Peterson - Financial Management and Analysis (Book 1994).pdf,Peterson,Financial Management and Analysis,1994,1126,677,0.249,"present value(477), npv(110), expected return(92), net present value(80), tax shield(78)","per share(221), rate of return(130), book value(78), payback period(57), par value(51)"
"Peterson, Fabozzi - Capital Budgeting Theory and Practice (Book 2002).pdf","Textbooks/Practitioner/Corporate Finance/Peterson, Fabozzi - Capital Budgeting Theory and Practice (Book 2002).pdf","Peterson, Fabozzi",Capital Budgeting Theory and Practice,2002,700,211,0.5368,"present value(247), npv(177), net present value(104), tax shield(64), time value of money(25)","payback period(101), rate of return(96), book value(12), debt capacity(2)"
Philippatos - Essentials of Financial Management Text and Cases (Book 1974).pdf,Textbooks/Practitioner/Corporate Finance/Philippatos - Essentials of Financial Management Text and Cases (Book 1974).pdf,Philippatos,Essentials of Financial Management Text and Cases,1974,789,553,0.1759,"present value(265), net present value(123), modigliani and miller(73), random walk(66), expected return(55)","rate of return(137), per share(110), capitalization rate(68), earnings per share(44), book value(39)"
Philippatos - Financial Management Theory and Techniques (Book 1973).pdf,Textbooks/Practitioner/Corporate Finance/Philippatos - Financial Management Theory and Techniques (Book 1973).pdf,Philippatos,Financial Management Theory and Techniques,1973,1024,539,0.3103,"present value(318), net present value(155), expected return(107), markowitz(86), npv(77)","rate of return(165), per share(99), capitalization rate(66), earnings per share(33), payback period(31)"
Pierce - How to Raise Money (Book 1932).pdf,Textbooks/Practitioner/Corporate Finance/Pierce - How to Raise Money (Book 1932).pdf,Pierce,How to Raise Money,1932,0,0,0.0,,
Pike - Corporate Finance And Investment - Decisions and Strategies (Book 2015).pdf,Textbooks/Practitioner/Corporate Finance/Pike - Corporate Finance And Investment - Decisions and Strategies (Book 2015).pdf,Pike,Corporate Finance And Investment - Decisions and Strategies,2015,1877,764,0.4214,"present value(343), npv(304), capm(125), net present value(120), risk premium(111)","rate of return(187), per share(120), book value(76), eps(65), ebitda(43)"
Pitelis - Corporate Capital Control Ownership Saving and Crisis (Book 1987).pdf,Textbooks/Practitioner/Corporate Finance/Pitelis - Corporate Capital Control Ownership Saving and Crisis (Book 1987).pdf,Pitelis,Corporate Capital Control Ownership Saving and Crisis,1987,0,13,-1.0,,"dilutive/dilution(11), rate of return(2)"
Poensgen - The Valuation of Convertible Bonds (Book 1965).pdf,Textbooks/Practitioner/Corporate Finance/Poensgen - The Valuation of Convertible Bonds (Book 1965).pdf,Poensgen,The Valuation of Convertible Bonds,1965,3,24,-0.7778,"present value(1), present worth(1), discounted value(1)","rate of return(21), per share(2), par value(1)"
Porras - The Cost of Capital (Book 2011).pdf,Textbooks/Practitioner/Corporate Finance/Porras - The Cost of Capital (Book 2011).pdf,Porras,The Cost of Capital,2011,955,281,0.5453,"risk premium(174), capm(157), wacc(83), expected return(62), present value(56)","optimal capital structure(61), eps(40), rate of return(39), per share(28), roe(21)"
"Pratt, Grabowski - Cost of Capital Applications and Examples (Book 2008).pdf","Textbooks/Practitioner/Corporate Finance/Pratt, Grabowski - Cost of Capital Applications and Examples (Book 2008).pdf","Pratt, Grabowski",Cost of Capital Applications and Examples,2008,3194,1302,0.4208,"risk premium(726), capm(524), wacc(294), present value(264), expected return(168)","rate of return(372), capitalization rate(281), book value(202), return on equity(81), ebitda(72)"
"Pratt, Shannon P - Business Valuation Discounts And Premiums (Book 2001).pdf","Textbooks/Practitioner/Corporate Finance/Pratt, Shannon P - Business Valuation Discounts And Premiums (Book 2001).pdf","Pratt, Shannon P",Business Valuation Discounts And Premiums,2001,139,201,-0.1824,"present value(41), dcf(29), discounted cash flow(14), option pricing(9), expected return(8)","per share(88), capitalization rate(25), rate of return(21), book value(15), ebitda(10)"
Putnam - Mathematical Theory of Finance (Book 1928).pdf,Textbooks/Practitioner/Corporate Finance/Putnam - Mathematical Theory of Finance (Book 1928).pdf,Putnam,Mathematical Theory of Finance,1928,94,34,0.4688,present value(94),"book value(24), par value(10)"
Queens University - Course in banking [microform] - Corporation Finance (Book 1914).pdf,Textbooks/Practitioner/Corporate Finance/Queens University - Course in banking [microform] - Corporation Finance (Book 1914).pdf,Queens University,Course in banking [microform] - Corporation Finance,1914,0,11,-1.0,,"earning power(5), par value(3), earning capacity(3)"
"Quiry, Dallocchio, Le Fur, Salvi - Corporate Finance Theory and Practice (Book 2011).pdf","Textbooks/Practitioner/Corporate Finance/Quiry, Dallocchio, Le Fur, Salvi - Corporate Finance Theory and Practice (Book 2011).pdf","Quiry, Dallocchio, Le Fur, Salvi",Corporate Finance Theory and Practice,2011,1349,1658,-0.1028,"present value(285), npv(150), net present value(106), free cash flow(94), risk premium(77)","rate of return(354), book value(169), eps(155), ebitda(150), per share(145)"
"Quiry, Dallocchio, Le Fur, Salvi - Frequently Asked Questions in Corporate Finance (Book 2011).pdf","Textbooks/Practitioner/Corporate Finance/Quiry, Dallocchio, Le Fur, Salvi - Frequently Asked Questions in Corporate Finance (Book 2011).pdf","Quiry, Dallocchio, Le Fur, Salvi",Frequently Asked Questions in Corporate Finance,2011,452,426,0.0296,"present value(76), npv(65), free cash flow(33), efficient market(23), expected return(21)","rate of return(65), eps(48), dilutive/dilution(47), book value(43), return on equity(36)"
"Raeburn, Kiedaish, Wittebort, Armbruster - Handbook of Dividend Achievers (Book 2000).pdf","Textbooks/Practitioner/Corporate Finance/Raeburn, Kiedaish, Wittebort, Armbruster - Handbook of Dividend Achievers (Book 2000).pdf","Raeburn, Kiedaish, Wittebort, Armbruster",Handbook of Dividend Achievers,2000,3,1975,-0.997,"fcf(2), expected return(1)","per share(1467), return on equity(243), earnings per share(220), p/e ratio(10), pe ratio(10)"
Rallan - Lectures on Corporation Finance (Book 1947).pdf,Textbooks/Practitioner/Corporate Finance/Rallan - Lectures on Corporation Finance (Book 1947).pdf,Rallan,Lectures on Corporation Finance,1947,0,10,-1.0,,"earning power(4), book value(2), par value(2), earning capacity(1), rate of return(1)"
Rappaport - Creating Shareholder Value (Book 1986).pdf,Textbooks/Practitioner/Corporate Finance/Rappaport - Creating Shareholder Value (Book 1986).pdf,Rappaport,Creating Shareholder Value,1986,214,391,-0.2926,"present value(89), dcf(23), discounted cash flow(14), efficient market(14), risk premium(10)","rate of return(122), per share(112), roe(36), eps(32), earnings per share(27)"
Rappaport - Creating Shareholder Value- The New Standard for Business Performance (Book 1986).pdf,Textbooks/Practitioner/Corporate Finance/Rappaport - Creating Shareholder Value- The New Standard for Business Performance (Book 1986).pdf,Rappaport,Creating Shareholder Value- The New Standard for Business Performance,1986,214,390,-0.2914,"present value(89), dcf(23), discounted cash flow(14), efficient market(14), risk premium(10)","rate of return(122), per share(112), roe(36), eps(32), earnings per share(27)"
Ray - The Environmental Crisis and Corporate Debt Policy (Book 1974).pdf,Textbooks/Practitioner/Corporate Finance/Ray - The Environmental Crisis and Corporate Debt Policy (Book 1974).pdf,Ray,The Environmental Crisis and Corporate Debt Policy,1974,26,86,-0.5357,"markowitz(13), capital asset pricing(3), systematic risk(3), expected return(3), portfolio theory(2)","debt capacity(57), rate of return(6), earnings per share(4), eps(4), per share(4)"
Reed - Principles of Corporation Finance (Book 1925).pdf,Textbooks/Practitioner/Corporate Finance/Reed - Principles of Corporation Finance (Book 1925).pdf,Reed,Principles of Corporation Finance,1925,2,65,-0.9403,present value(2),"par value(33), earning power(9), accretive/accretion(6), per share(5), rate of return(3)"
"Reed, Reed-Lajoux - The Art of M&A (Book 1995).pdf","Textbooks/Practitioner/Corporate Finance/Reed, Reed-Lajoux - The Art of M&A (Book 1995).pdf","Reed, Reed",Lajoux - The Art of M&A,1995,131,121,0.0397,"present value(27), free cash flow(23), dcf(22), npv(16), discounted cash flow(12)","per share(41), book value(25), rate of return(12), coverage ratio(8), comparables(6)"
